taxid,cultures,sci_name,chromosome_numbers,genome_size,genome_gc_content,gene_counts,protein_coding_genes,lineage
710696,"['215', 'J104', 'J26', '84', '65']",Intrasporangium calvum DSM 43043,1,4024382,2845385,3703,3603, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Intrasporangiaceae  Intrasporangium  Intrasporangium calvum
53345,"['J156', '693', '92']",Enterococcus durans,2,2988928,1136990,2841,2670, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Enterococcaceae  Enterococcus
49899,"['673', '760', 'J280', 'J161']",Thermococcus profundus,2,2043143,1084630,2176,2122, Euryarchaeota  Thermococci  Thermococcales  Thermococcaceae  Thermococcus
61648,"['J22', '1a', '592', '737', '830', '220', 'J12', '553', '92', '535', '1536', '215', '65']",Kluyvera intermedia,2,4938529,2584130,4636,4439, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Enterobacteriaceae  Kluyvera
2042057,['1403'],Pectobacterium polaris,1,5008416,2603992,4446,4293, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Pectobacteriaceae  Pectobacterium
28885,"['90', '252', 'J128', '987', '215', '744', '81', '84', '65']",Hydrogenovibrio marinus,1,2491293,1097739,2360,2300, Pseudomonadota  Gammaproteobacteria  Thiotrichales  Piscirickettsiaceae  Hydrogenovibrio
46127,"['J27', '693', '92']",Staphylococcus felis,1,2479423,873190,2371,2250, Terrabacteria group  Bacillota  Bacilli  Bacillales  Staphylococcaceae  Staphylococcus
479435,"['J52', '830', 'J42']",Kribbella flavida DSM 17836,1,7579488,5348686,7131,7033, Terrabacteria group  Actinomycetota  Actinomycetes  Propionibacteriales  Kribbellaceae  Kribbella  Kribbella flavida
700015,['693'],Coriobacterium glomerans PW2,1,2115681,1277733,1836,1772, Terrabacteria group  Actinomycetota  Coriobacteriia  Coriobacteriales  Coriobacteriaceae  Coriobacterium  Coriobacterium glomerans
79883,['31'],Sutcliffiella horikoshii,2,4295882,1741918,4349,4213, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Sutcliffiella
278860,"['J118', '514']",Vibrio neonatus,2,3840645,1658126,3410,3251, Pseudomonadota  Gammaproteobacteria  Vibrionales  Vibrionaceae  Vibrio
54571,"['252', 'J42', '84', '65']",Streptomyces venezuelae,2,8380320,6069056,7609,7426, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
1176198,"['252', '84', '65']",Streptomyces harbinensis,1,5802668,4229521,5271,5110, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
861360,"['J475', 'J26', '92']",Glutamicibacter arilaitensis Re117,3,3918192,2322381,3693,3523, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Micrococcaceae  Glutamicibacter  Glutamicibacter arilaitensis
2527984,['1560'],Bremerella volcania,1,6496182,3647653,5252,5154, PVC group  Planctomycetota  Planctomycetia  Pirellulales  Pirellulaceae  Bremerella
1941349,"['J1177', '1527']",Sedimentisphaera salicampi,1,3192293,1478465,2434,2366, PVC group  Planctomycetota  Phycisphaerae  Sedimentisphaerales  Sedimentisphaeraceae  Sedimentisphaera
768066,"['830', '220', '545', 'J608', '514b', 'J1220', '92', '593', '457', '276', '1', '514', '693']",Halomonas elongata DSM 2581,1,4061825,2583661,3806,3714, Pseudomonadota  Gammaproteobacteria  Oceanospirillales  Halomonadaceae  Halomonas  Halomonas elongata
391595,"['J118', '514', '695']",Roseobacter litoralis Och 149,4,4745450,2715874,4549,4405, Pseudomonadota  Alphaproteobacteria  Rhodobacterales  Roseobacteraceae  Roseobacter  Roseobacter litoralis
420247,"['J475', '119', 'J1039', '1523', '92', 'J26', '310', '429', '693']",Methanobrevibacter smithii ATCC 35061,1,1853160,575114,1810,1743, Euryarchaeota  Methanomada group  Methanobacteria  Methanobacteriales  Methanobacteriaceae  Methanobrevibacter  Methanobrevibacter smithii
391735,['830'],Verminephrobacter eiseniae EF01-2,2,5597943,3652205,5335,5096, Pseudomonadota  Betaproteobacteria  Burkholderiales  Comamonadaceae  Verminephrobacter  Verminephrobacter eiseniae
158189,['1205'],Sphaerochaeta globosa str. Buddy,1,3316466,1620901,3106,3037, Spirochaetota  Spirochaetia  Spirochaetales  Sphaerochaetaceae  Sphaerochaeta  Sphaerochaeta globosa
183190,"['1', '1052']",Xylella fastidiosa Temecula1,2,2521148,1305386,2262,2149, Pseudomonadota  Gammaproteobacteria  Lysobacterales  Lysobacteraceae  Xylella  Xylella fastidiosa
146923,"['J50', 'J61', 'J66', '84', '65', 'J58']",Streptomyces parvulus,2,7766531,5648903,6975,6818, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
51364,['1076b'],Mycoplasma cottewii,1,1016659,261314,897,831, Terrabacteria group  Mycoplasmatota  Mollicutes  Mycoplasmatales  Mycoplasmataceae  Mycoplasma
2792008,"['J61', 'J51', '535']",Pseudonocardia abyssalis,2,6305989,4630913,6195,6062, Terrabacteria group  Actinomycetota  Actinomycetes  Pseudonocardiales  Pseudonocardiaceae  Pseudonocardia
3003257,"['J346', '830']",Flavobacterium aestivum,1,4580707,1536380,3938,3850, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Flavobacterium
285729,"['J14', '693', '104']",Fusobacterium canifelinum,1,2352222,640384,2256,2158, Fusobacteriota  Fusobacteriia  Fusobacteriales  Fusobacteriaceae  Fusobacterium
290315,"['J608', '92', '514d', '275', '514c', 'J582', '58', '1484', '514', 'J858', 'J475', 'J889', '31', 'J75', '104', '1356', 'J933', '1662', 'J937', 'J530', '804', '830d', '1475', 'J443', '429', '830c', '136', '110', '1465', 'J909', '67', '1076b', '1236', '1040', '29', '1210a', '268', '104b', '276', '1360', 'J583', '1464', '1670', '1094', '830', '104c', '503', '736', '81', '1', '130', 'J349', '1a', '119', 'J779', '457', '78', 'J14', 'J118', '1295', '1722', '90', '545', '27', '464', '381', '1160', 'J488', 'J346', '514b', '641', '1203a', '1336', '1293', '303', '65', '428', '1290', '1298', '693', 'J22', '7', '339a', '189', '514f', '1492', 'J924', '585', 'J720', 'J872', '129', '215', '339', 'J28', '1351', 'J878', '194', '1687', '535', 'J13', 'J653', 'J74', '220', 'J26', '1382', '1352', '63c']",Chlorobium limicola DSM 245,1,2763181,1417977,2532,2451, FCB group  Bacteroidota/Chlorobiota group  Chlorobiota  Chlorobiia  Chlorobiales  Chlorobiaceae  Chlorobium/Pelodictyon group  Chlorobium  Chlorobium limicola
47878,"['535', 'J12']",Pseudomonas azotoformans,1,6727386,4102501,6101,5939, Pseudomonadota  Gammaproteobacteria  Pseudomonadales  Pseudomonadaceae  Pseudomonas  Pseudomonas fluorescens group
572544,['293'],Ilyobacter polytropus DSM 2926,3,3132314,1076435,3063,2932, Fusobacteriota  Fusobacteriia  Fusobacteriales  Fusobacteriaceae  Ilyobacter  Ilyobacter polytropus
888057,['804'],Aggregatibacter segnis ATCC 33393,1,2022832,860970,1959,1853, Pseudomonadota  Gammaproteobacteria  Pasteurellales  Pasteurellaceae  Aggregatibacter  Aggregatibacter segnis
335543,"['J475', '220', '830', 'J346', 'J443', '503', '92', 'J49', '402', 'J26', '693']",Syntrophobacter fumaroxidans MPOB,1,4990251,2991592,4034,3960, Thermodesulfobacteriota  Syntrophobacteria  Syntrophobacterales  Syntrophobacteraceae  Syntrophobacter  Syntrophobacter fumaroxidans
43659,"['J118', '514']",Pseudoalteromonas tetraodonis,2,4128400,1664022,3768,3595, Pseudomonadota  Gammaproteobacteria  Alteromonadales  Pseudoalteromonadaceae  Pseudoalteromonas
96345,"['67', 'J739', '830']",Flavobacterium psychrophilum,2,2830557,921398,2500,2421, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Flavobacteriaceae  Flavobacterium
86102,['514'],Idiomarina abyssalis,1,2610628,1229587,2506,2433, Pseudomonadota  Gammaproteobacteria  Alteromonadales  Idiomarinaceae  Idiomarina
1014,"['J118', '220']",Weeksella virosa,1,2287133,821882,2194,2097, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Weeksellaceae  Weeksella
87883,['1426'],Burkholderia multivorans,3,6322859,4251619,5765,5599, Pseudomonadota  Betaproteobacteria  Burkholderiales  Burkholderiaceae  Burkholderia  Burkholderia cepacia complex
2862866,"['J118', '123']",Agrobacterium cucumeris,5,5703077,3370106,5293,5175, Pseudomonadota  Alphaproteobacteria  Hyphomicrobiales  Rhizobiaceae  Rhizobium/Agrobacterium group  Agrobacterium
1655,"['J14', 'J84', '217', '92', '693']",Actinomyces naeslundii,1,3152123,2139675,2662,2576, Terrabacteria group  Actinomycetota  Actinomycetes  Actinomycetales  Actinomycetaceae  Actinomyces
83655,"['J22', 'J12', '92', '1', '693']",Leclercia adecarboxylata,1,4803917,2679627,4535,4360, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Enterobacteriaceae  Leclercia
446860,"['J475', '92']",Kocuria flava,5,3638342,2689747,3305,3194, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Micrococcaceae  Kocuria
1124835,['545'],Chryseobacterium carnipullorum,1,5459074,2026390,5010,4861, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Weeksellaceae  Chryseobacterium group  Chryseobacterium
881260,"['1', '535', '215']",Enterobacter bugandensis,2,4734039,2651657,4490,4331, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Enterobacteriaceae  Enterobacter
817,"['J14', '339', '220', '1423', '922', '11', '514', '104', '1203', '78', '1203a', '215', '693']",Bacteroides fragilis,2,5248938,2267865,4357,4188, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Bacteroidia  Bacteroidales  Bacteroidaceae  Bacteroides
2598455,"['760', '926']",Thermococcus aciditolerans,1,2165038,1190239,2413,2333, Euryarchaeota  Thermococci  Thermococcales  Thermococcaceae  Thermococcus
936337,"['J26', '92']",Microbacterium amylolyticum,2,2588344,1670013,2507,2381, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Microbacteriaceae  Microbacterium
1232383,"['J475', 'J22', '535a', '53', '220a', '535', 'J26', '215', '693']",Corynebacterium glutamicum SCgG2,1,3350619,1807062,3100,2986, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Corynebacteriaceae  Corynebacterium  Corynebacterium glutamicum
1441629,"['220', '535', '54', '1', '907']",Pseudomonas cichorii JBC1,1,5986012,3478075,5175,5038, Pseudomonadota  Gammaproteobacteria  Pseudomonadales  Pseudomonadaceae  Pseudomonas  Pseudomonas syringae group  Pseudomonas cichorii
57706,"['1', '535']",Citrobacter braakii,1,4917491,2559368,4662,4478, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Enterobacteriaceae  Citrobacter  Citrobacter freundii complex
252514,"['J41', '514']",Microbulbifer thermotolerans,1,3938396,2227894,3340,3252, Pseudomonadota  Gammaproteobacteria  Cellvibrionales  Microbulbiferaceae  Microbulbifer
470565,"['J14', '110', '104', 'J676', '693']",Prevotella histicola,2,2999514,1237181,2397,2277, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Bacteroidia  Bacteroidales  Prevotellaceae  Prevotella
2773299,['641'],Desulfolutivibrio sulfoxidireducens,1,4155851,2662579,3649,3562, Thermodesulfobacteriota  Desulfovibrionia  Desulfovibrionales  Desulfovibrionaceae  Desulfolutivibrio
2657486,['830'],Devosia beringensis,1,4048765,2584784,3945,3861, Pseudomonadota  Alphaproteobacteria  Hyphomicrobiales  Devosiaceae  Devosia
38304,"['J302', '92', '535', '693']",Corynebacterium tuberculostearicum,1,2451854,1464776,2326,2219, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Corynebacteriaceae  Corynebacterium
1510570,['1'],Rahnella victoriana,3,5472828,2929852,5019,4837, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Yersiniaceae  Rahnella
72758,['92'],Staphylococcus capitis subsp. capitis,2,2491837,821844,2410,2289, Terrabacteria group  Bacillota  Bacilli  Bacillales  Staphylococcaceae  Staphylococcus  Staphylococcus capitis
134537,"['J22', '585', '830', '545', '81', 'J118', '535', '1', '514']",Paraburkholderia fungorum,4,9058983,5593928,8202,7956, Pseudomonadota  Betaproteobacteria  Burkholderiales  Burkholderiaceae  Paraburkholderia
204050,['141'],Methanoculleus submarinus,1,2462514,1528447,2503,2446, Euryarchaeota  Stenosarchaea group  Methanomicrobia  Methanomicrobiales  Methanomicrobiaceae  Methanoculleus
2712223,"['J475', '92']",Nocardioides anomalus,1,5120341,3753287,5154,5047, Terrabacteria group  Actinomycetota  Actinomycetes  Propionibacteriales  Nocardioidaceae  Nocardioides
259564,"['141c', '189', '129']",Methanococcoides burtonii DSM 6242,1,2575032,1049534,2627,2479, Euryarchaeota  Stenosarchaea group  Methanomicrobia  Methanosarcinales  Methanosarcinaceae  Methanococcoides  Methanococcoides burtonii
521689,"['J22', '90', '255', '960', '339a', 'J30', '92', '381', '28', '514', 'J493', '1131', '507', '104c', '830', '1305', '129', '785', '186', '1122', 'J454', 'J586', '104', '1', 'J25', '339', '125', '462', '535', 'J221', '39', '704', '429', '65', 'J677', '110', '220', '535b', 'J786', '1263', '693']",Thiocapsa bogorovii,1,5649927,3613214,5051,4885, Pseudomonadota  Gammaproteobacteria  Chromatiales  Chromatiaceae  Thiocapsa
614,"['J57', 'J61', '92', '553', '535', '554', '1', '83', '65', '693']",Serratia liquefaciens,3,5349947,2958750,5052,4896, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Yersiniaceae  Serratia
1824,['215'],Nocardia asteroides,1,6983363,4879682,6476,6344, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Nocardiaceae  Nocardia
1324864,['1'],[Pantoea] beijingensis,1,4107390,2060736,3723,3550, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Erwiniaceae  Erwinia
446470,"['J51', '554', '65']",Stackebrandtia nassauensis DSM 44728,1,6841557,4661422,6516,6418, Terrabacteria group  Actinomycetota  Actinomycetes  Glycomycetales  Glycomycetaceae  Stackebrandtia  Stackebrandtia nassauensis
484,"['215', '693']",Neisseria flavescens,1,2231882,1094689,2271,2101, Pseudomonadota  Betaproteobacteria  Neisseriales  Neisseriaceae  Neisseria
651182,['383'],Desulfobacula toluolica Tol2,1,5197905,2154472,4568,4457, Thermodesulfobacteriota  Desulfobacteria  Desulfobacterales  Desulfobacteraceae  Desulfobacula  Desulfobacula toluolica
243090,"['381', '600a', '92', '514a', '78', 'J900']",Rhodopirellula baltica SH 1,1,7145576,3959492,5241,5124, PVC group  Planctomycetota  Planctomycetia  Pirellulales  Pirellulaceae  Rhodopirellula  Rhodopirellula baltica
928724,"['426', 'J103', 'J104', 'J49', '581', '310', '65']",Saccharomonospora glauca K62,2,4564108,3154521,4350,4245, Terrabacteria group  Actinomycetota  Actinomycetes  Pseudonocardiales  Pseudonocardiaceae  Saccharomonospora  Saccharomonospora glauca
1377,"['J13', '693', '92']",Aerococcus viridans,1,2199877,866216,2067,1906, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Aerococcaceae  Aerococcus
349307,"['J285', '334a']",Methanothrix thermoacetophila PT,1,1879471,1006368,1824,1765, Euryarchaeota  Stenosarchaea group  Methanomicrobia  Methanotrichales  Methanotrichaceae  Methanothrix  Methanothrix thermoacetophila
1809410,['830c'],Herminiimonas arsenitoxidans,1,3784322,1940740,3576,3503, Pseudomonadota  Betaproteobacteria  Burkholderiales  Oxalobacteraceae  Herminiimonas
296199,['514'],Vibrio gigantis,3,5333684,2361916,4771,4531, Pseudomonadota  Gammaproteobacteria  Vibrionales  Vibrionaceae  Vibrio
940295,['897'],Ignicoccus islandicus DSM 13165,1,1394664,626210,1548,1494, TACK group  Thermoproteota  Thermoprotei  Desulfurococcales  Desulfurococcaceae  Ignicoccus  Ignicoccus islandicus
50338,['98'],Rhizobium sullae,4,7595929,4546586,7510,7001, Pseudomonadota  Alphaproteobacteria  Hyphomicrobiales  Rhizobiaceae  Rhizobium/Agrobacterium group  Rhizobium
386490,['514'],Terribacillus goriensis,2,3577082,1529598,3642,3536, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Terribacillus
69,"['220', 'J19', 'J11', '67', '1543', 'J13', '58', '693']",Lysobacter enzymogenes,1,6096022,4228418,4921,4798, Pseudomonadota  Gammaproteobacteria  Lysobacterales  Lysobacteraceae  Lysobacter
2759526,"['621', '1', '830']",Sphingomonas aliaeris,3,4262007,2743796,4140,3832, Pseudomonadota  Alphaproteobacteria  Sphingomonadales  Sphingomonadaceae  Sphingomonas
195522,"['760', 'J811']",Thermococcus nautili,2,2116557,1146649,2429,2366, Euryarchaeota  Thermococci  Thermococcales  Thermococcaceae  Thermococcus
35806,"['1a', '830', '220', '925', '27', '960', 'J284', 'J118', '195c', '514', '429', '693']",Rhodovulum sulfidophilum,2,4196493,2805283,4040,3866, Pseudomonadota  Alphaproteobacteria  Rhodobacterales  Paracoccaceae  Rhodovulum
821,"['J14', 'J84', '339', '925', '220', 'J314', '1191', '1272', 'J296', 'J13', '104', '78', '1203a', '693']",Phocaeicola vulgatus,5,4977532,2102658,4157,3927, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Bacteroidia  Bacteroidales  Bacteroidaceae  Phocaeicola
84531,"['J84', 'J12', '92', '11', 'J87', '58', '225', 'J70', '104', '1', '215', 'J342', '226', 'J19', 'J28', 'J27', 'J675', '436', 'J13', '53', '67', 'J26', '693']",Lysobacter antibioticus,1,5916388,3953384,4886,4782, Pseudomonadota  Gammaproteobacteria  Lysobacterales  Lysobacteraceae  Lysobacter
868131,"['J924', '1094']",Methanobacterium paludis,1,2546541,909924,2493,2431, Euryarchaeota  Methanomada group  Methanobacteria  Methanobacteriales  Methanobacteriaceae  Methanobacterium
2528007,['1560'],Polystyrenella longa,1,6125480,3082128,4505,4437, PVC group  Planctomycetota  Planctomycetia  Planctomycetales  Planctomycetaceae  Polystyrenella
2527978,['1560'],Gimesia panareensis,1,7983903,4278055,6046,5963, PVC group  Planctomycetota  Planctomycetia  Planctomycetales  Planctomycetaceae  Gimesia
1274,"['220', '830', '53', 'J26', '513']",Dermacoccus nishinomiyaensis,2,3113642,2149812,2849,2748, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Dermacoccaceae  Dermacoccus
583346,"['J22', '545', 'J30', 'J12', '11', '92', '830', '129', '186', 'J156', '438', 'J25', '1', '52', 'J28', '535', 'J13', 'J214', '429', 'J14', '110', '220', '372', '520', 'J112', '519', '693']",Clostridium kluyveri NBRC 12016,2,3955303,1266261,3914,3741, Terrabacteria group  Bacillota  Clostridia  Eubacteriales  Clostridiaceae  Clostridium  Clostridium kluyveri
402881,['884'],Parvibaculum lavamentivorans DS-1,1,3914745,2439986,3731,3655, Pseudomonadota  Alphaproteobacteria  Hyphomicrobiales  Parvibaculaceae  Parvibaculum  Parvibaculum lavamentivorans
1509,"['J22', '90', '77', '189', '11', '915', '465c', '1203', '420', '191', '585', '129', '453', '104', '1203a', '1', '130', '188', '358', '119', '1523', '358a', '462', '190', 'J13', '457', '78', 'J14', '110', '220', 'J119', '162', '664', '310', '693']",Clostridium sporogenes,2,4246123,1187624,3980,3794, Terrabacteria group  Bacillota  Clostridia  Eubacteriales  Clostridiaceae  Clostridium
2834768,['830'],Pseudochrobactrum algeriensis,5,4000992,2062971,3690,3563, Pseudomonadota  Alphaproteobacteria  Hyphomicrobiales  Brucellaceae  Pseudochrobactrum
2494550,['514'],Roseovarius faecimaris,2,3934770,2458937,3849,3787, Pseudomonadota  Alphaproteobacteria  Rhodobacterales  Roseobacteraceae  Roseovarius
