,Organism DSMZ ID,TaxonID,Organism Name,Media list
1963,17394,351628,Clostridium schirmacherense, CHOPPED MEAT medium WITH CARBOHYDRATES
1964,5676,29347,Clostridium scindens, CHOPPED MEAT medium WITH CARBOHYDRATES
1965,25507,null,Clostridium senegalense, PYX-MEDIUM
1966,7534,1504,Clostridium septicum, CHOPPED MEAT medium WITH CARBOHYDRATES
1967,2141,1505,Clostridium sordellii, CHOPPED MEAT medium
1968,1985,null,Clostridium sp., CHOPPED MEAT medium
1969,632,29370,Clostridium sphenoides, CHOPPED MEAT medium WITH CARBOHYDRATES
1970,1552,29348,Clostridium spiroforme, CHOPPED MEAT medium WITH CARBOHYDRATES
1971,634,1509,Clostridium sporogenes, CHOPPED MEAT medium
1972,1294,1549,Clostridium sporosphaeroides, CHOPPED MEAT medium
1973,9219,160385,Clostridium stercorarium subsp. leptospartum,  For DSM 9219
1974,8532,160845,Clostridium stercorarium subsp. stercorarium, MEDIUM 255 MODIFIED FOR DSM 8532
1975,2911,29351,Clostridium stercorarium subsp. thermolacticum, CLOSTRIDIUM THERMOLACTICUM medium
1976,519,1511,Clostridium sticklandii, CLOSTRIDIUM STICKLANDII medium
1977,16021,253314,Clostridium straminisolvens, CLOSTRIDIUM THERMOCELLUM medium
1978,2636,1550,Clostridium subterminale, CHOPPED MEAT medium
1979,19573,396504,Clostridium sufflavum, PYX-MEDIUM
1980,18982,318464,Clostridium sulfidigenes, PYX-MEDIUM
1981,934,1512,Clostridium symbiosum, CHOPPED MEAT medium WITH CARBOHYDRATES
1982,17763,360422,Clostridium tagluense,"  For DSM 14204, DSM 14205, DSM 14206, DSM 14207, DSM 14924, DSM 15176, DSM 15243, DSM 15248, DSM 15480, DSM 15481, DSM 15498, DSM 15567, DSM 15692, DSM 17763 and DSM 22608"
1983,19306,420412,Clostridium tepidiprofundi,  For DSM 19306
1984,5398,29371,Clostridium termitidis, CLOSTRIDIUM TERMITIDIS medium
1985,662,1559,Clostridium tertium, CHOPPED MEAT medium WITH CARBOHYDRATES
1986,11744,1513,Clostridium tetani, CHOPPED MEAT medium
1987,665,1553,Clostridium tetanomorphum, CHOPPED MEAT medium WITH CARBOHYDRATES
1988,7309,29349,Clostridium thermoalcaliphilum, YTG medium
1989,4928,29372,Clostridium thermobutyricum, THERMOANAEROBIUM medium
1990,1237,1515,Clostridium thermocellum, CLOSTRIDIUM THERMOCELLUM medium
1991,5974,29373,Clostridium thermopalmarium,  For DSM 5974 and DSM 17427
1992,5807,84032,Clostridium thermosuccinogenes, CLOSTRIDIUM THERMOSUCCINOGENES medium
1993,13105,150336,Clostridium thiosulfatireducens,  For DSM 13105
1994,15206,219748,Clostridium tunisiense,  For DSM 15206
1995,664,1519,Clostridium tyrobutyricum, CHOPPED MEAT medium WITH CARBOHYDRATES
1996,12992,119641,Clostridium uliginosum, MEDIUM 869 MODIFIED FOR DSM 12992
1997,9752,84033,Clostridium uzonii, P-2 medium
1998,10228,52704,Clostridium vincentii, CLOSTRIDIUM VINCENTII medium
1999,6836,47246,Clostridium viride, CLOSTRIDIUM AMINOVALERICUM medium
2000,6555,29375,Clostridium xylanolyticum, CHOPPED MEAT medium WITH CARBOHYDRATES
2001,12503,100134,Clostridium xylanovorans,  For DSM 12503
2002,50416,28258,Cobetia marin, MARINE AGAR
2003,24830,634765,Cocleimonas flav,
2004,25327,78329,Coenonia anatin, COLUMBIA BLOOD medium
2005,18289,372072,Cohaesibacter gelatinilyticus, BACTO MARINE BROTH (DIFCO 2216)
2006,26489,null,Cohnella boryungensis, CASO AGAR (Merck 105458)
2007,26488,null,Cohnella cellulosilytic, CASO AGAR (Merck 105458)
2008,21753,477675,Cohnella fontinalis, COLUMBIA BLOOD medium
2009,18997,425004,Cohnella ginsengisoli, R2A medium
2010,17642,178337,Cohnella hongkongensis, CASO AGAR (Merck 105458)
2011,21336,380174,Cohnella laeviribosi, PLATE COUNT AGAR
2012,24270,652876,Cohnella luojiensis, R2A medium
2013,18696,400776,Cohnella panacarvi, R2A medium
2014,19269,456490,Cohnella phaseoli, MEDIUM 220 MODIFIED FOR DSM 19269
2015,25424,null,Cohnella plantaginis, CASO AGAR (Merck 105458)
2016,25951,425005,Cohnella soli, R2A medium
2017,25950,null,Cohnella suwonensis, R2A medium
2018,25241,557557,Cohnella thailandensis, CASO AGAR (Merck 105458)
2019,17683,329858,Cohnella thermotolerans, CASO AGAR (Merck 105458)
2020,25239,557555,Cohnella xylanilytic, CASO AGAR (Merck 105458)
2021,18998,425006,Cohnella yongneupensis, R2A medium
2022,21398,279058,Collimonas arenae, MEDIUM 1 MODIFIED FOR DSM 21398
2023,17622,158899,Collimonas fungivorans, COLLIMONAS medium
2024,21399,279113,Collimonas pratensis, MEDIUM 1 MODIFIED FOR DSM 21399
2025,21307,null,Collimonas sp., R2A medium
2026,3979,74426,Collinsella aerofaciens, MEDIUM 78 MODIFIED FOR DSM 3979
2027,13280,147207,Collinsella intestinalis, PYG-MEDIUM (modified)
2028,13279,147206,Collinsella stercoris, PYG-MEDIUM (modified)
2029,22478,626935,Collinsella tanakaei, COLUMBIA BLOOD medium
2030,17314,329993,Colwellia aestuarii, BACTO MARINE BROTH (DIFCO 2216)
2031,21797,null,Colwellia asteriadis, A1-MEDIUM
2032,22576,null,Colwellia chukchiensis, BACTO MARINE BROTH (DIFCO 2216)
2033,16033,77524,Colwellia maris, PYSE medium
2034,8813,28229,Colwellia psychrerythrae, BACTO MARINE BROTH (DIFCO 2216)
2035,9155,225991,Comamonas aquatic, NUTRIENT AGAR
2036,17552,265291,Comamonas badi, TRYPTICASE SOY BROTH AGAR
2037,21721,408558,Comamonas composti, TRYPTICASE SOY BROTH AGAR
2038,17887,117506,Comamonas denitrificans, TRYPTICASE SOY BROTH AGAR
2039,18411,290309,Comamonas granuli,
2040,16026,225992,Comamonas kerstersii, CASO AGAR (Merck 105458)
2041,18232,160825,Comamonas koreensis,
2042,13191,108437,Comamonas nitrativorans, MEDIUM 215 MODIFIED FOR DSM 13191
2043,22023,379895,Comamonas odontotermitis, TRYPTICASE SOY BROTH AGAR
2044,15091,null,Comamonas sp., MEDIUM 457 MODIFIED FOR DSM 15091
2045,7099,32013,Comamonas terrigen, CASO AGAR (Merck 105458)
2046,6577,285,Comamonas testosteroni, CASO AGAR (Merck 105458)
2047,17888,363952,Comamonas thiooxydans, TRYPTICASE SOY BROTH AGAR
2048,22523,null,Comamonas zonglianii,
2049,25625,1048394,Compostimonas suwonensis, R2A medium
2050,17694,211502,Conchiformibius kuhniae, COLUMBIA BLOOD AGAR
2051,2580,153493,Conchiformibius steedae, COLUMBIA BLOOD AGAR
2052,23288,912552,Conexibacter arvalis, TRYPTICASE SOY Yeast extract medium
2053,14684,191495,Conexibacter woesei, MEDIUM 92 MODIFIED FOR DSM 14684
2054,17192,393662,Congregibacter litoralis, SYPG medium
2055,11748,108819,Coprothermobacter platensis, COPROTHERMOBACTER PLATENSIS medium
2056,5265,35786,Coprothermobacter proteolyticus, THERMOBACTEROIDES PROTEOLYTICUS medium
2057,45221,395922,Coraliomargarita akajimensis, BACTO MARINE BROTH (DIFCO 2216)
2058,52501,184914,Corallococcus coralloides, VY/2 AGAR
2059,52505,83462,Corallococcus exiguus, VY/2 AGAR
2060,14690,35,Corallococcus macrosporus, VY/2 AGAR
2061,20642,33871,Coriobacterium glomerans, PYG-MEDIUM (modified)
2062,13714,null,Coriobacterium sp., COLUMBIA BLOOD medium
2063,44278,38284,Corynebacterium accolens, TRYPTICASE SOY BROTH AGAR+BLOOD
2064,44281,144183,Corynebacterium afermentans subsp. afermentans, TRYPTICASE SOY BROTH AGAR
2065,44283,144184,Corynebacterium afermentans subsp. lipophilum, MEDIUM 535 MODIFIED FOR DSM 44283
2066,20306,1697,Corynebacterium ammoniagenes, CORYNEBACTERIUM AGAR
2067,6922,43765,Corynebacterium amycolatum, TRYPTICASE SOY BROTH AGAR+BLOOD
2068,44531,163202,Corynebacterium appendicis, COLUMBIA BLOOD medium
2069,45632,null,Corynebacterium aquatimens, TRYPTICASE SOY BROTH AGAR+BLOOD
2070,44791,203263,Corynebacterium aquilae, COLUMBIA BLOOD medium
2071,44202,42817,Corynebacterium argentoratense, TRYPTICASE SOY BROTH AGAR
2072,44849,191610,Corynebacterium atypicum, COLUMBIA BLOOD medium
2073,44827,169292,Corynebacterium aurimucosum, COLUMBIA BLOOD medium
2074,44122,44750,Corynebacterium auris, BLOOD AGAR II
2075,20154,36808,Corynebacterium bovis, CORYNEBACTERIUM AGAR
2076,20147,1721,Corynebacterium callunae, CORYNEBACTERIUM AGAR
2077,44610,161896,Corynebacterium camporealensis, COLUMBIA BLOOD medium
2078,45402,679663,Corynebacterium canis, COLUMBIA BLOOD medium
2079,44611,131081,Corynebacterium capitovis, COLUMBIA BLOOD medium
2080,44701,160386,Corynebacterium casei, COLUMBIA BLOOD medium
2081,44850,234828,Corynebacterium caspium, COLUMBIA BLOOD medium
2082,44920,227319,Corynebacterium ciconiae, COLUMBIA BLOOD medium
2083,44384,71254,Corynebacterium confusum, COLUMBIA BLOOD medium
2084,44184,53374,Corynebacterium coyleae, MEDIUM 535 MODIFIED FOR DSM 44184
2085,20524,35757,Corynebacterium cystitidis, TRYPTICASE SOY Yeast extract medium
2086,45689,null,Corynebacterium deserti, TRYPTICASE SOY BROTH AGAR
2087,43988,1717,Corynebacterium diphtheriae, RABBIT BLOOD AGAR
2088,45436,1121358,Corynebacterium doosanense, COLUMBIA BLOOD medium
2089,45333,61592,Corynebacterium durum, TRYPTICASE SOY BROTH AGAR+BLOOD
2090,44547,152794,Corynebacterium efficiens, COLUMBIA BLOOD medium
2091,45586,null,Corynebacterium epidermidicanis, TRYPTICASE SOY BROTH AGAR+BLOOD
2092,44353,108486,Corynebacterium falsenii, TRYPTICASE SOY BROTH AGAR
2093,44508,131318,Corynebacterium felinum, COLUMBIA BLOOD medium
2094,20296,28028,Corynebacterium flavescens, CORYNEBACTERIUM AGAR
2095,45254,556548,Corynebacterium freiburgense, COLUMBIA BLOOD medium
2096,44506,134034,Corynebacterium freneyi, COLUMBIA BLOOD medium
2097,30827,187491,Corynebacterium glaucum, TRYPTICASE SOY Yeast extract medium
2098,44288,39791,Corynebacterium glucuronolyticum, MEDIUM 535 MODIFIED FOR DSM 44288
2099,20300,1718,Corynebacterium glutamicum, CORYNEBACTERIUM AGAR
2100,44683,225326,Corynebacterium halotolerans, COLUMBIA BLOOD medium
2101,45109,394964,Corynebacterium hansenii, COLUMBIA BLOOD medium
2102,45392,1223514,Corynebacterium humireducens, TRYPTICASE SOY BROTH AGAR
2103,44264,156978,Corynebacterium imitans, MEDIUM 535 MODIFIED FOR DSM 44264
2104,7113,38289,Corynebacterium jeikeium, MEDIUM 92 MODIFIED FOR DSM 7113
2105,44800,161879,Corynebacterium kroppenstedtii, COLUMBIA BLOOD medium
2106,20755,35755,Corynebacterium kutscheri, COLUMBIA BLOOD medium
2107,44291,161889,Corynebacterium lipophiloflavum, COLUMBIA BLOOD medium
2108,45231,541095,Corynebacterium lubricantis, TRYPTICASE SOY BROTH AGAR+BLOOD
2109,44284,38290,Corynebacterium macginleyi, MEDIUM 535 MODIFIED FOR DSM 44284
2110,44953,349751,Corynebacterium marinum, COLUMBIA BLOOD medium
2111,45190,575200,Corynebacterium maris, BACTO MARINE BROTH (DIFCO 2216)
2112,45435,441501,Corynebacterium massiliense, COLUMBIA BLOOD medium
2113,44356,161890,Corynebacterium mastitidis, COLUMBIA BLOOD medium
2114,20635,43768,Corynebacterium matruchotii, TRYPTICASE SOY Yeast extract medium
2115,20651,38301,Corynebacterium minutissimum, BHI-GLUCOSE medium
2116,44265,57171,Corynebacterium mucifaciens, MEDIUM 535 MODIFIED FOR DSM 44265
2117,45274,571915,Corynebacterium mustelae, COLUMBIA BLOOD medium
2118,20148,38302,Corynebacterium mycetoides, CORYNEBACTERIUM AGAR
2119,44612,161895,Corynebacterium phocae, COLUMBIA BLOOD medium
2120,45350,630407,Corynebacterium pilbarense, COLUMBIA BLOOD medium
2121,20521,35756,Corynebacterium pilosum, TRYPTICASE SOY Yeast extract medium
2122,44286,43769,Corynebacterium propinquum, MEDIUM 535 MODIFIED FOR DSM 44286
2123,44287,37637,Corynebacterium pseudodiphtheriticum, BHI medium
2124,20689,1719,Corynebacterium pseudotuberculosis, BHI medium WITH ADDITIONAL GLUCOSE
2125,45585,598660,Corynebacterium pyruviciproducens, TRYPTICASE SOY BROTH AGAR+BLOOD
2126,20298,1724,Corynebacterium renale, CORYNEBACTERIUM AGAR
2127,45100,258224,Corynebacterium resistens, TRYPTICASE SOY BROTH AGAR+BLOOD
2128,44326,156976,Corynebacterium riegelii, MEDIUM 535 MODIFIED FOR DSM 44326
2129,44415,146827,Corynebacterium simulans, COLUMBIA BLOOD medium
2130,44357,161899,Corynebacterium singulare, COLUMBIA BLOOD medium
2131,6688,null,Corynebacterium sp., MEDIUM 92 MODIFIED FOR DSM 6688
2132,44792,191493,Corynebacterium sphenisci, COLUMBIA BLOOD medium
2133,44757,185761,Corynebacterium spheniscorum, COLUMBIA BLOOD medium
2134,45148,489915,Corynebacterium sputi, TRYPTICASE SOY BROTH AGAR+BLOOD
2135,20302,1705,Corynebacterium stationis, CORYNEBACTERIUM AGAR
2136,20668,43770,Corynebacterium striatum, BHI medium WITH ADDITIONAL GLUCOSE
2137,45110,203264,Corynebacterium suicordis, COLUMBIA BLOOD medium
2138,44613,161902,Corynebacterium sundsvallense, COLUMBIA BLOOD medium
2139,44721,89154,Corynebacterium terpenotabidum, COLUMBIA BLOOD medium
2140,44614,136857,Corynebacterium testudinoris, COLUMBIA BLOOD medium
2141,44276,62629,Corynebacterium thomssenii, BHI medium
2142,45434,441500,Corynebacterium timonense, COLUMBIA BLOOD medium
2143,44922,38304,Corynebacterium tuberculostearicum, COLUMBIA BLOOD medium
2144,45101,302449,Corynebacterium tuscaniense, COLUMBIA BLOOD medium
2145,46325,65058,Corynebacterium ulcerans, TRYPTICASE SOY BROTH AGAR
2146,45146,487732,Corynebacterium ulceribovis, COLUMBIA BLOOD medium
2147,7109,43771,Corynebacterium urealyticum, MEDIUM 92 MODIFIED FOR DSM 7109
2148,45051,401472,Corynebacterium ureicelerivorans, COLUMBIA BLOOD medium
2149,20132,1727,Corynebacterium variabile, CORYNEBACTERIUM AGAR
2150,20294,38305,Corynebacterium vitaeruminis, CORYNEBACTERIUM AGAR
2151,20170,1725,Corynebacterium xerosis, TRYPTICASE SOY Yeast extract medium
2152,4482,null,Cosenzaea myxofaciens, TRYPTICASE SOY BROTH AGAR
2153,43900,null,Couchioplanes caeruleus subsp. azureus, GYM STREPTOMYCES medium
2154,43634,56427,Couchioplanes caeruleus subsp. caeruleus, N-Z-AMINE-MEDIUM
2155,18705,413498,Cronobacter dublinensis subsp. dublinensis, TRYPTICASE SOY BROTH AGAR
2156,18707,413499,Cronobacter dublinensis subsp. lactaridi, TRYPTICASE SOY BROTH AGAR
2157,18706,413500,Cronobacter dublinensis subsp. lausannensis, TRYPTICASE SOY BROTH AGAR
2158,18702,413503,Cronobacter malonaticus, TRYPTICASE SOY BROTH AGAR
2159,21870,413501,Cronobacter muytjensii, TRYPTICASE SOY BROTH AGAR
2160,4485,28141,Cronobacter sakazakii, NUTRIENT AGAR
2161,18703,413502,Cronobacter turicensis, TRYPTICASE SOY BROTH AGAR
2162,44230,43355,Crossiella cryophil, GYM STREPTOMYCES medium
2163,44580,130796,Crossiella equi, TRYPTICASE SOY BROTH AGAR
2164,22823,null,Cryobacterium arcticum, TRYPTICASE SOY Yeast extract medium
2165,26476,null,Cryobacterium luteum, PP-MEDIUM
2166,19267,433647,Cryobacterium mesophilum, TRYPTICASE SOY Yeast extract medium
2167,4854,41988,Cryobacterium psychrophilum, RICH medium
2168,21575,386301,Cryobacterium psychrotolerans, RICH medium
2169,21065,1001240,Cryobacterium roopkundense, TRYPTICASE SOY Yeast extract medium
2170,15808,238083,Cryptanaerobacter phenolicus,
2171,15641,84163,Cryptobacterium curtum, CHOPPED MEAT medium
2172,44712,80871,Cryptosporangium arvum, GYM STREPTOMYCES medium
2173,46144,134849,Cryptosporangium aurantiacum, OATMEAL AGAR
2174,44713,80872,Cryptosporangium japonicum, GYM STREPTOMYCES medium
2175,44714,113569,Cryptosporangium minutisporangium, GYM STREPTOMYCES medium
2176,18995,1121252,Cucumibacter marinus, BACTO MARINE BROTH (DIFCO 2216)
2177,8910,68895,Cupriavidus basilensis, CASO AGAR (Merck 105458)
2178,17293,151783,Cupriavidus campinensis, CASO AGAR (Merck 105458)
2179,17292,82541,Cupriavidus gilardii, CASO AGAR (Merck 105458)
2180,2839,119219,Cupriavidus metallidurans, NUTRIENT AGAR
2181,6519,106590,Cupriavidus necator, NUTRIENT AGAR
2182,1105,96344,Cupriavidus oxalaticus,
2183,17313,82633,Cupriavidus pauculus, CASO AGAR (Merck 105458)
2184,19553,248026,Cupriavidus pinatubonensis,
2185,17358,195930,Cupriavidus respiraculi, CASO AGAR (Merck 105458)
2186,6518,null,Cupriavidus sp., NUTRIENT AGAR
2187,17343,164546,Cupriavidus taiwanensis, R2A medium
2188,20512,50728,Curtobacterium albidum, CORYNEBACTERIUM AGAR
2189,21577,395387,Curtobacterium ammoniigenes, MEDIUM 92 MODIFIED FOR DSM 21577
2190,20528,2036,Curtobacterium citreum, CORYNEBACTERIUM AGAR
2191,30886,2035,Curtobacterium flaccumfaciens, TRYPTICASE SOY Yeast extract medium
2192,14013,150122,Curtobacterium herbarum, TRYPTICASE SOY Yeast extract medium
2193,30818,33881,Curtobacterium luteum, TRYPTICASE SOY Yeast extract medium
2194,7069,221276,Curtobacterium plantarum, TRYPTICASE SOY Yeast extract medium
2195,20527,69373,Curtobacterium pusillum, CORYNEBACTERIUM AGAR
2196,30546,null,Curtobacterium sp., TRYPTICASE SOY Yeast extract medium
2197,11558,80879,Curvibacter delicatus, HETEROTROPHIC medium H3P
2198,745,104,Cyclobacterium marinum, MARINE AGAR
2199,52629,394090,Cystobacter armeniac, VY/2 AGAR
2200,52787,394091,Cystobacter badius, VY/2 AGAR
2201,51060,38,Cystobacter disciformis, VY/2 AGAR
2202,52777,83449,Cystobacter ferrugineus, VY/2 AGAR
2203,52672,43,Cystobacter fuscus, VY/2 AGAR
2204,52700,394092,Cystobacter gracilis, VY/2 AGAR
2205,14756,394093,Cystobacter miniatus, CY-AGAR
2206,52713,83450,Cystobacter minus, VY/2 AGAR
2207,52788,null,Cystobacter sp., VY/2 AGAR
2208,52738,394094,Cystobacter velatus, VY/2 AGAR
2209,52799,83451,Cystobacter violaceus, VY/2 AGAR
2210,9626,null,Cytophaga allerginae, HALF STRENGTH NUTRIENT BROTH OR AGAR
2211,3654,29530,Cytophaga aurantiac, CYTOPHAGA HUTCHINSONII medium
2212,9555,982,Cytophaga fermentans, CYTOPHAGA medium
2213,1761,985,Cytophaga hutchinsonii, CYTOPHAGA HUTCHINSONII medium
2214,3657,null,Cytophaga sp., CY-AGAR
2215,6779,990,Cytophaga xylanolytic,  For DSM 6779
2216,43157,35754,Dactylosporangium aurantiacum, GYM STREPTOMYCES medium
2217,45260,null,Dactylosporangium darangshiense, GYM STREPTOMYCES medium
2218,43917,53359,Dactylosporangium fulvum, GYM STREPTOMYCES medium
2219,45324,649008,Dactylosporangium luridum, GYM STREPTOMYCES medium
2220,45323,649007,Dactylosporangium luteum, STARCH - MINERAL salt - AGAR (STMS)
2221,45560,634393,Dactylosporangium maewongense, GYM STREPTOMYCES medium
2222,43810,53360,Dactylosporangium matsuzakiense, GYM STREPTOMYCES medium
2223,43916,47989,Dactylosporangium roseum, GYM STREPTOMYCES medium
2224,43910,53361,Dactylosporangium salmoneum, GYM STREPTOMYCES medium
2225,43158,47849,Dactylosporangium thailandense, GYM STREPTOMYCES medium
2226,45792,555455,Dactylosporangium tropicum, GYM STREPTOMYCES medium
2227,43823,53362,Dactylosporangium vinaceum, STARCH - MINERAL salt - AGAR (STMS)
2228,21779,439612,Daeguia caeni, TRYPTICASE SOY BROTH AGAR
2229,21967,471499,Dasania marin, BACTO MARINE BROTH (DIFCO 2216)
2230,13637,73030,Dechloromonas agitat, NUTRIENT AGAR
2231,15892,281362,Dechloromonas denitrificans,
2232,15637,337779,Dechloromonas hortensis, MEDIUM 830a MODIFIED FOR DSM 15637
2233,24713,570276,Deefgea chitinilytic,
2234,18355,400948,Deefgea rivuli, R2A medium
2235,14928,213806,Deferribacter abyssi, DEFERRIBACTER medium
2236,21529,500465,Deferribacter autotrophicus, TEPIDIBACTER medium
2237,14783,197162,Deferribacter desulfuricans, MEDIUM 935 MODIFIED FOR DSM 14783
2238,14813,53573,Deferribacter thermophilus,  For DSM 14813
2239,24185,1035120,Deferrisoma camini, DEFERRISOMA medium
2240,19039,null,Defluviimonas denitrificans, OXOID NUTRIENT BROTH
2241,22681,879970,Defluviitalea saccharophil,"  For DSM 753, DSM 6589, DSM 7320, DSM 15930, DSM 17592, DSM 19522, DSM 22681, DSM 23576 and DSM 24553"
2242,23805,null,Defluviitoga tunisiensis, DEFLUVIITOGA medium
2243,9455,55583,Dehalobacter restrictus, DEHALOBACTER RESTRICTUS medium
2244,21458,521158,Deinobacterium chartae, R2A medium
2245,21212,200253,Deinococcus aerius, TGE
2246,24781,null,Deinococcus aerolatus, R2A medium
2247,24869,null,Deinococcus aerophilus, R2A medium
2248,21230,200252,Deinococcus aetherius, PLATE COUNT AGAR
2249,19763,309886,Deinococcus apachensis, DEINOCOCCUS medium
2250,18376,328692,Deinococcus aquaticus, R2A medium
2251,23025,519440,Deinococcus aquatilis, R2A medium
2252,18373,569127,Deinococcus caeni, R2A medium
2253,18568,401558,Deinococcus cellulosilyticus, R2A medium
2254,17065,310783,Deinococcus deserti, MEDIUM 92 MODIFIED FOR DSM 17065
2255,19119,317577,Deinococcus ficus, R2A medium
2256,15994,249403,Deinococcus frigens, PYGV AGAR
2257,11300,68909,Deinococcus geothermalis, THERMUS 162 medium
2258,21396,502394,Deinococcus gobiensis, TRYPTICASE SOY Yeast extract medium
2259,3963,57498,Deinococcus grandis, PYEA medium
2260,18002,309883,Deinococcus hohokamensis, RICH medium
2261,18049,309885,Deinococcus hopiensis, PLATE COUNT AGAR
2262,15307,223556,Deinococcus indicus, TRYPTICASE SOY Yeast extract medium
2263,21211,309887,Deinococcus maricopensis, RICH medium
2264,15951,249408,Deinococcus marmoris, PYGV AGAR
2265,22328,392413,Deinococcus misasensis, R2A medium
2266,11305,68910,Deinococcus murrayi, THERMUS 162 medium
2267,18022,309890,Deinococcus papagonensis, R2A medium
2268,19664,432329,Deinococcus peraridilitoris, R2A medium
2269,21231,309888,Deinococcus pimensis, R2A medium
2270,19767,394230,Deinococcus piscis, TRYPTICASE SOY Yeast extract medium
2271,20540,55148,Deinococcus proteolyticus, CORYNEBACTERIUM AGAR
